Bundesministerium fuer Arbeit u. Soziales BMAS|Rochusstr. 1|D-53123 Bonn||,1
"Deutscher Wetterdienst|Frankfurt, de||",1
BUNDESLIEGENSCHAFT-NET9|,1
Servicestuetzpunkt Essen Deutscher Wetterdienst||,1
Bundesanstalt fuer Arbeit Arbeitsamt Nordhausen||,1
Bundesanstalt fuer Arbeit Arbeitsamt Betzdorf||,1
BUNDESLIEGENSCHAFT-NET5|,1
Bundesanstalt fuer Arbeit Arbeitsamt Eisenberg||,1
Bundespolizeiamt Koeln Winkler/Bisschop||,1
Deutsche Nationalbibliothek|Deutsche Bibliothek Frankfurt|Deutsche Buecherei Leipzig|Deutsches Musikarchiv Berlin||,1
Bundesamt fuer Naturschutz|Bonn||,1
ORG-UDBM2-RIPE|,1
"Universitaet der Bundeswehr Muenchen; Rechenzentrum|Werner-Heisenberg-Weg 39, D-85579 Neubiberg||",1
Statistisches Bundesamt|Wiesbaden||,1
BUNDESLIEGENSCHAFT-NET24|,1
Bundesanstalt||BUNDESANSTALT-DETMOLD-NET|,1
Bundesanstalt für Arbeit|Budapester Str. 30|D-01069 Dresden||,1
"Bundesinstitut f.r Berufsbildung|Friedrich-Ebert-Allee 38, 53113 Bonn|Remote connection to SAP||",1
Bundesanstalt fuer Arbeit Arbeitsamt Bad Schwalbach||,1
Bundesanstalt fuer Arbeit Arbeitsamt Wissen||,1
Bundesnetzagentur|Zur Allmannshoehe 272|D-78464 Konstanz|GERMANY||,1
Bundesanstalt fuer Gewaesserkunde|Berlin||,1
Bundesamt fuer Sicherheit in der IT||,1
Bundesamt fuer Naturschutz||BUNDESAMT-FUER-NATURSCHUTZ-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Mayen||,1
"Ministerium fuer Bildung, Wissenschaft und Kultur Mecklenburg-Vorpommern||",1
Bundesanstalt fuer Arbeit Arbeitsamt Gunzenhausen||,1
UMWELTBUNDESAMT||NET-DE-UMWELTBUNDESAMT|,1
Physikalisch-Technische Bundesanstalt||,1
Bundesanstalt fuer Arbeit Arbeitsamt Haldensleben||,1
Bundesanstalt fuer Arbeit Arbeitsamt Burbach||,1
Bundesanstalt f. Landw. u. Ernaehrung||BUNDESANSTALT-F-LANDW-U-ERNAEHRUNG-HAMBURG-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Brandenburg||,1
BUNDESLIEGENSCHAFT-NET26|,1
Bundesanstalt fuer Arbeit Arbeitsamt Waghaeusel||,1
"Ministerium fuer Bildung, Wissenschaft und Kultur|Mecklenburg-Vorpommern||",1
Bundesanstalt fuer Arbeit Arbeitsamt Springe||,1
Ministerium des Innern fuer Sport und Infrastruktur RLP||MINISTERIUM-DES-INNERN-SPORT-INFRASTRUKTUR-MAINZ-NET|,1
BUNDESLIEGENSCHAFT-NET22|,1
Bundesanstalt fuer Arbeit Arbeitsamt Euskirchen||,1
Bundeswehr||BUNDESWEHR-WITTMUND-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Waldmohr||,1
Zollkriminalamt|Bergisch-Gladbacher-Str. 837|D-51069 Koeln|Germany||,1
"Bundesverfassungsgericht|Karlsruhe, Germany||",1
Bundesnetzagentur|Semperstr. 7|D-01069 Dresden|Germany||,1
Bundesministerium fuer Wirtschaft und Technologie||BUNDESMINISTERIUM-FUER-WIRTSCHAFT-UND-TECHNOLOGIE-BERLIN-NET|,1
Bundesanstalt fuer Arbeit Arbeitsamt Grimmen||,1
Bundesanstalt fuer Arbeit Arbeitsamt Gronau||,1
LAN located in Berlin Charlottenburg|Physikalisch-Technische Bundesanstalt|Institut Berlin||,1
Bundesanstalt fuer Arbeit Arbeitsamt Boeblingen||,1
Bundesanstalt fuer Arbeit Arbeitsamt Kassel||,1
Robert-Koch-Institut|Berlin||,1
Bundesanstalt fuer Arbeit Arbeitsamt Flensburg||,1
